7.7464,67.609
94.364,0.078434
64.372,71.937
6.1901,72.483
87.099,65.623
4.7277,40.688
62.355,61.563
86.811,56.188
43.351,53.181
11.747,32.409
65.567,71.519
5.5145,55.872
87.166,78.319
40.969,28.705
13.814,72.704
65.874,68.022
5.7413,55.86
79.608,1.9106
65.437,63.888
81.84,10.002
35.907,39.943
62.863,86.159
98.025,94.214
32.579,38.601
56.175,20.578
27.896,96.618
33.694,27.39
22.237,54.997
9.7863,34.964
8.6216,50.249
87.476,27.168
59.8,68.245
71.984,89.83
8.5529,77.188
85.992,72.742
65.624,59.509
12.794,79.16
63.095,70.119
81.41,61.662
86.764,21.145
75.901,31.228
8.4408,23.288
66.969,75.32
14.904,13.252
88.363,26.122
4.0761,57.903
70.643,56.165
76.301,90.434
85.049,67.306
69.968,26.413
85.695,63.775
14.941,48.651
6.3507,69.533
13.132,98.69
78.142,57.088
3.8207,12.076
24.231,64.85
6.0042,40.997
99.567,11.377
12.863,15.638
54.396,24.029
6.1134,34.321
65.203,70.792
19.172,21.446
32.864,27.011
65.76,70.354
40.031,64.822
33.213,40.869
79.466,60.526
83.188,87.744
77.673,15.232
1.5091,70.627
48.463,86.2
8.9654,95.932
16.609,94.42
79.439,93.677
43.573,22.918
33.985,63.074
33.342,60.039
54.516,90.17
73.832,57.126
60.981,42.296
88.46,24.439
18.784,36.029
71.354,50.14
4.2475,43.243
7.4612,80.216
79.664,91.795
29.479,54.091
89.939,70.656
5.1277,42.789
91.667,71.172
44.327,70.443
13.713,92.701
11.072,59.798
23.967,24.623
60.802,42.7
14.496,40.856
85.713,80.903
57.657,55.832
14.864,32.3
72.505,50.672
70.507,60.315
34.853,63.598
95.973,31.051
66.847,32.714
25.474,59.697
10.189,40.712
66.026,27.369
78.625,89.424
85.954,76.501
48.062,2.4912
3.6616,69.527
11.588,24.341
7.6806,42.359
89.557,39.85
70.311,86.934
45.244,45.04
71.167,52.013
12.218,12.543
60.569,68.354
90.781,77.523
4.9314,53.166
97.004,17.181
73.708,91.257
9.456,24.866
64.41,96.961
85.62,86.259
6.794,88.558
84.541,82.242
72.21,66.377
5.0352,31.382
32.25,82.765
99.832,4.5157
86.018,69.59
67.337,62.484
64.737,67.054
97.971,94.167
69.6,85.037
8.4711,33.554
79.625,66.589
7.6766,44.959
4.0283,65.65
2.0947,68.714
57.691,82.933
77.719,91.258
92.005,89.46
68.297,63.079
34.32,24.488
0.35972,77.809
55.034,39.809
43.858,69.882
22.343,15.048
11.459,92.898
10.432,45.863
69.86,72.926
88.416,73.511
22.532,81.422
5.1643,82.329
41.719,66.261
5.8204,65.507
8.4088,93.018
13.547,82.351
67.875,85.93
42.535,45.726
69.661,11.126
7.4735,45.083
76.739,51.658
8.8418,30.883
91.018,62.654
89.897,77.706
10.78,29.068
37.497,50.974
11.668,72.642
73.857,51.796
12.053,90.86
11.614,84.674
21.258,92.702
4.1651,77.424
46.666,32.722
57.208,28.861
37.721,84.859
99.472,90.192
27.629,82.205
63.87,10.386
69.359,11.056
63.458,17.57
84.594,52.12
90.607,67.981
75.454,39.452
7.6801,31.504
61.179,64.1
1.9616,67.172
85.088,75.513
10.892,16.743
8.0613,29.956
84.867,85.734
84.673,76.551
76.539,50.95
72.443,29.784
86.76,55.495
70.973,51.445
46.668,19.257
51.543,98.562
71.441,59.984
95.639,6.8115
36.207,90.937
5.5689,3.1338
78.216,87.498
13.502,15.389
56.432,92.245
14.857,72.117
50.622,76.106
93.887,62.102
62.038,79.252
5.9131,91.923
11.307,49.085
24.643,41.232
61.043,58.917
72.295,61.886
13.641,29.787
13.753,5.8551
10.254,68.818
31.699,87.115
44.68,45.732
7.5098,16.472
11.198,33.049
13.66,45.925
35.465,16.025
80.314,53.997
73.537,86.722
14.851,79.155
14.4,89.401
65.585,68.208
57.832,72.591
29.197,67.677
9.1997,89.336
98.283,16.824
80.26,81.931
66.324,63.545
84.847,27.579
77.648,50.058
37.389,58.42
12.278,79.524
89.967,28.907
4.8182,30.517
7.8648,31.574
83.284,53.4
74.066,90.825
12.699,61.526
10.171,96.423
86.206,68.51
72.348,91.443
59.658,66.549
88.213,81.572
40.204,86.488
85.579,75.825
10.47,26.135
6.4004,52.916
8.3098,33.546
63.048,66.635
6.5243,69.548
82.156,36.652
11.45,88.413
7.8202,23.97
55.179,91.841
13.028,21.687
39.147,44.597
91.731,73.703
86.437,19.762
64.346,35.49
86.137,72.211
72.969,34.279
28.041,60.941
81.683,81.654
3.4117,98.022
63.628,24.803
14.541,26.316
98.037,50.626
80.363,88.104
81.159,53.944
6.0119,74.382
26.289,58.448
6.0956,30.806
85.152,79.058
14.433,42.837
28.142,22.468
13.105,53.238
89.105,83.29
50.349,90.51
65.432,82.476
42.908,0.32718
5.7302,73.198
74.803,54.967
56.263,11.797
4.0024,43.075
23.254,56.448
88.578,75.914
93.106,79.592
48.738,53.218
12.032,90.211
1.4532,34.762
86.861,64.938
88.522,64.066
36.656,34.041
31.145,49.861
65.939,86.878
4.9525,39.952
85.798,22.447
29.553,76.89
67.741,41.771
10.316,24.128
91.481,71.635
13.202,51.335
9.7612,60.396
5.7779,35.55
26.215,69.264
89.814,26.345
27.671,69.716
29.761,6.3898
5.4525,38.033
3.1444,25.321
43.236,57.798
95.858,80.929
81.021,80.964
55.294,24.416
4.0134,10.49
42.334,8.5938
6.212,92.131
66.402,69.589
57.078,1.8665
65.226,84.477
25.072,80.215
99.965,67.849
13.415,15.37
85.638,35.458
2.1485,6.983
88.067,37.01
71.127,51.43
77.097,97.023
44.978,23.913
84.515,80.262
67.777,64.723
5.4052,39.616
85.673,53.828
73.714,55.509
69.919,56.993
15.445,56.736
71.056,94.061
70.68,56.14
89.635,83.066
6.0589,49.908
99.17,80.724
88.75,77.464
5.2218,55.497
84.804,78.353
7.7315,48.014
87.817,71.727
3.5363,58.376
65.958,26.091
54.974,44.527
87.287,76.419
70.223,55.253
8.9311,50.782
17.68,77.201
52.686,63.253
12.902,15.332
29.56,69.838
79.061,87.298
5.4771,65.197
68.374,81.683
61.31,26.672
3.233,54.164
5.9459,20.92
